,alcohol,residual sugar,fixed acidity,pH,free sulfur dioxide,quality
597,10.8,4.9,7.0,3.17,26.0,0
598,10.5,11.4,5.9,3.35,31.0,1
599,11.5,1.4,6.9,3.08,14.0,0
600,9.4,1.4,6.7,3.11,36.0,0
601,10.8,1.4,7.2,2.88,31.0,0
602,10.8,1.1,6.4,2.97,10.0,0
603,10.8,1.0,6.4,2.97,9.0,0
604,9.8,1.5,6.3,2.99,34.0,0
605,9.8,1.5,6.3,2.99,34.0,0
606,9.6,7.5,7.3,3.43,38.0,0
607,9.6,7.5,7.3,3.43,38.0,0
608,9.5,17.75,6.1,3.34,48.0,0
609,10.7,5.7,7.4,3.48,12.0,0
610,12.4,3.2,6.5,3.25,29.0,1
611,11.1,4.3,7.4,3.09,9.0,0
612,8.8,11.0,7.5,2.99,37.0,0
613,8.7,10.9,7.5,3.0,38.0,0
614,8.7,10.9,7.5,3.0,38.0,0
615,8.8,11.0,7.5,2.99,37.0,0
616,11.7,2.4,7.8,3.21,18.0,0
617,10.9,1.9,7.8,3.23,52.0,0
618,10.8,1.8,7.7,3.23,52.0,0
619,9.6,1.4,7.4,3.12,33.0,0
620,9.0,16.8,6.5,3.18,59.0,0
622,10.4,6.6,5.3,3.36,22.0,0
623,11.4,1.1,7.2,3.23,3.0,0
624,9.3,1.4,6.0,3.26,27.0,0
625,11.0,13.3,6.2,3.33,49.0,1
626,9.1,10.4,7.6,3.32,22.0,0
627,9.4,6.2,7.0,3.23,31.0,0
628,9.4,6.2,7.0,3.23,31.0,0
629,10.5,1.2,5.8,3.18,23.0,0
630,8.8,18.05,7.0,3.22,35.0,0
631,8.8,18.05,7.0,3.22,35.0,0
632,10.7,4.8,6.9,3.26,16.0,0
633,9.5,12.6,6.0,3.33,45.0,0
634,10.9,4.5,6.1,3.43,46.0,0
635,10.8,4.5,5.9,3.49,34.0,0
636,10.8,4.7,6.2,3.41,39.0,0
637,9.2,11.9,7.4,3.1,25.0,0
638,10.3,5.0,5.6,3.3,48.0,0
639,10.3,5.8,5.8,3.3,49.0,0
640,11.0,1.2,5.6,3.34,33.0,0
641,9.0,12.9,6.1,3.25,34.0,0
642,10.4,13.9,6.3,3.36,68.0,0
643,9.5,11.5,6.4,3.31,34.0,0
644,9.5,11.4,6.4,3.31,32.0,0
645,9.0,7.8,6.3,3.24,44.0,0
646,9.5,1.1,6.5,3.09,7.0,0
647,9.0,12.2,7.4,3.16,57.0,0
648,10.0,5.9,6.0,3.16,34.0,0
649,9.1,14.4,7.1,3.07,35.0,0
650,9.1,14.4,7.1,3.07,35.0,0
651,9.1,14.4,7.1,3.07,35.0,0
652,9.1,14.4,7.1,3.07,35.0,0
653,9.5,12.3,5.9,3.34,34.0,0
654,11.4,2.5,6.5,3.33,70.0,0
655,12.2,5.3,7.7,3.11,30.0,0
656,11.3,4.9,9.0,3.04,27.0,0
657,10.2,3.2,7.3,3.25,14.0,0
658,11.3,3.1,6.6,3.24,41.0,0
659,10.0,1.4,6.8,3.15,122.5,0
660,9.4,1.9,7.1,3.15,12.0,0
661,12.2,14.0,6.8,3.37,47.0,0
662,9.2,8.3,7.0,3.4,23.0,0
663,9.4,1.9,7.1,3.15,12.0,0
664,9.6,7.4,7.1,3.35,49.0,0
665,9.5,1.4,7.8,3.28,24.0,0
666,12.5,1.7,6.8,3.35,38.0,0
667,9.6,7.4,7.1,3.35,49.0,0
668,10.0,1.3,6.1,3.35,37.0,0
669,9.3,11.6,6.4,3.18,60.0,0
670,9.3,9.2,7.8,3.14,34.0,0
671,11.6,1.7,6.6,3.29,22.0,0
672,12.5,14.5,7.1,3.38,46.0,1
673,10.6,2.1,6.7,3.36,18.0,0
674,9.4,10.7,6.4,3.08,57.0,0
675,9.1,6.9,6.1,3.19,44.0,0
676,9.0,12.0,5.9,3.23,48.0,0
677,11.8,4.75,5.8,3.42,23.0,0
678,11.8,4.75,5.8,3.42,23.0,0
679,11.8,4.75,5.7,3.42,23.0,0
680,10.0,1.4,6.7,3.17,64.0,0
681,9.7,1.3,6.8,3.06,12.0,0
682,9.5,11.3,5.9,3.24,30.0,0
683,9.4,4.5,6.4,3.12,61.0,0
684,11.2,1.7,8.1,3.03,50.0,0
685,9.0,13.2,6.2,3.25,54.0,0
686,10.7,5.5,6.8,3.3,21.0,0
687,9.0,13.0,6.8,3.08,22.0,0
688,9.1,10.7,7.2,3.14,61.0,0
689,10.8,2.0,6.7,3.26,34.0,0
690,10.1,1.9,6.9,3.31,25.0,0
691,9.9,6.4,6.1,3.17,36.0,0
692,9.8,6.3,6.0,3.17,36.0,0
693,9.8,6.3,5.9,3.17,34.0,0
694,9.5,17.5,7.6,3.16,51.0,0
695,9.5,14.7,6.3,3.23,49.0,0
696,11.1,1.0,6.7,3.23,22.0,0
698,9.5,14.8,7.5,3.06,62.0,0
699,9.4,14.2,7.4,3.06,62.0,0
700,9.7,13.1,8.4,3.06,29.0,0
701,13.9,2.4,5.9,3.41,19.0,0
702,10.1,1.2,6.6,3.22,20.0,0
703,10.5,1.1,6.4,3.12,30.0,0
704,12.6,3.6,5.6,3.42,18.0,0
705,10.9,6.1,8.6,2.89,13.0,0
706,10.0,6.3,6.2,3.15,50.0,0
707,11.2,4.4,7.2,3.13,57.0,0
708,10.0,13.9,7.7,3.11,44.0,0
709,9.2,1.0,6.2,3.14,13.0,0
710,9.5,12.1,6.1,3.35,51.0,0
711,12.3,1.6,8.2,3.1,31.0,0
712,12.3,1.6,8.2,3.1,31.0,0
713,10.0,7.5,6.4,3.32,57.0,0
714,10.8,2.7,6.0,3.41,39.0,0
715,10.5,1.7,6.2,3.49,41.0,0
716,9.2,9.2,7.7,3.06,22.0,0
717,9.1,18.75,7.0,2.96,34.0,0
718,10.5,1.7,6.2,3.49,41.0,0
719,10.2,1.8,7.4,3.45,35.0,0
720,8.9,9.0,6.6,3.02,62.0,0
721,10.4,1.5,6.0,3.5,15.0,0
722,11.7,1.6,6.9,3.37,23.0,0
723,12.4,1.3,6.6,3.26,29.0,1
724,10.9,1.8,7.8,3.14,23.0,0
725,10.2,1.2,6.4,3.15,35.0,0
726,11.7,2.8,6.4,3.37,41.0,0
727,9.4,8.0,7.0,2.99,19.0,0
728,10.5,5.3,6.4,3.35,42.0,0
729,9.4,0.8,6.0,3.12,12.0,0
730,10.4,13.8,6.5,3.35,25.0,0
731,9.5,10.0,6.2,3.25,78.0,0
732,11.1,6.0,8.8,3.01,14.0,0
733,9.1,14.4,6.6,3.02,40.0,0
734,9.2,9.8,6.9,3.28,28.0,0
735,9.6,5.5,6.4,3.14,15.0,0
736,9.1,14.4,6.6,3.02,40.0,0
737,9.2,9.8,6.9,3.28,28.0,0
738,10.8,3.8,7.1,3.17,40.0,0
739,9.6,5.5,6.4,3.14,15.0,0
740,12.6,4.6,6.9,3.31,5.0,0
741,11.0,1.5,5.8,3.44,21.0,0
742,10.2,2.0,7.0,3.28,26.0,0
743,9.4,12.5,5.9,3.33,38.0,0
744,10.0,7.5,7.4,3.17,24.0,0
745,12.2,2.1,7.4,3.26,34.0,0
746,10.5,8.5,7.0,3.22,31.0,0
748,9.8,8.1,6.9,3.3,44.0,0
749,11.4,7.35,7.3,3.04,51.0,0
750,11.5,7.6,7.2,3.04,56.0,0
751,10.2,10.0,6.9,3.15,78.0,0
752,9.4,14.0,6.7,3.16,83.0,0
753,10.5,8.5,7.0,3.22,31.0,0
754,9.1,2.2,5.9,3.09,14.0,0
755,12.2,1.8,7.1,3.25,32.0,0
756,9.5,11.1,5.8,3.42,45.0,0
757,9.3,15.2,6.8,3.4,68.0,0
758,9.8,1.2,7.1,3.3,55.0,0
759,9.8,1.2,7.1,3.3,54.0,0
760,9.8,8.1,6.9,3.3,44.0,0
761,9.8,8.1,7.0,3.3,42.0,0
762,8.7,19.3,6.8,3.0,55.0,0
763,10.2,18.6,5.0,3.37,38.0,0
764,9.5,5.0,6.3,3.22,36.0,0
765,11.0,1.6,7.2,2.94,35.0,0
766,9.2,13.4,6.7,3.08,81.0,0
767,10.9,1.6,6.8,3.21,7.0,0
768,9.3,8.8,6.7,3.42,41.0,0
769,9.3,8.8,6.7,3.42,41.0,0
770,9.8,5.2,6.8,3.41,29.0,0
771,9.3,1.1,6.6,3.12,58.0,0
772,9.3,1.1,6.6,3.12,61.0,0
773,9.4,16.7,6.1,3.4,49.0,0
774,10.4,10.6,9.1,3.2,28.0,1
775,12.1,2.2,6.4,3.24,29.0,0
776,11.0,1.5,8.3,3.02,18.0,0
777,9.0,13.7,7.2,3.12,47.0,0
778,9.5,15.0,6.9,3.37,59.0,0
779,8.8,14.1,8.1,3.28,43.0,1
780,11.2,1.4,6.0,3.37,7.0,0
781,9.3,9.5,7.8,3.08,44.0,0
782,9.5,15.0,6.9,3.37,59.0,0
783,8.8,14.1,8.1,3.28,43.0,1
784,9.0,13.7,7.2,3.12,47.0,0
785,9.3,10.6,7.6,3.27,31.0,0
786,9.2,11.0,7.7,3.27,31.0,0
787,9.2,11.0,7.7,3.27,31.0,0
788,10.0,7.0,5.8,3.46,26.0,0
789,9.3,10.6,7.6,3.27,31.0,0
790,9.2,11.0,7.7,3.27,31.0,0
791,10.9,2.0,5.9,3.39,28.0,0
792,10.0,4.9,6.4,3.1,34.0,0
793,10.9,2.0,5.9,3.39,28.0,0
794,9.3,1.4,7.4,3.03,38.0,0
795,9.0,7.3,7.2,3.09,37.0,0
796,9.2,8.8,7.8,3.02,42.0,0
797,9.6,12.5,6.9,3.28,47.0,0
798,9.4,4.8,5.4,3.42,30.0,0
799,11.1,1.4,6.0,3.34,14.0,1
800,8.9,11.2,7.8,3.06,44.0,0
801,9.3,6.8,6.0,3.19,61.0,0
802,9.3,11.6,6.8,3.07,57.0,0
803,9.8,11.4,6.6,3.41,46.0,0
804,9.8,6.6,7.3,3.22,24.0,0
805,8.9,11.2,7.8,3.06,44.0,0
806,9.6,13.2,6.4,3.17,57.0,0
807,9.6,13.1,6.2,3.16,55.0,0
808,9.0,12.0,6.0,3.15,65.0,0
809,9.5,13.4,6.2,3.17,57.0,0
810,9.3,6.8,6.0,3.19,61.0,0
811,9.2,1.5,6.0,3.21,17.0,0
813,9.5,16.5,6.5,3.38,44.0,0
814,10.5,15.6,7.9,3.03,44.0,0
815,9.0,2.8,6.2,3.01,24.0,0
816,11.7,5.1,8.4,3.16,7.0,0
817,9.1,8.9,6.6,3.2,27.0,0
818,9.0,2.8,6.2,3.01,24.0,0
819,9.1,8.9,6.6,3.2,27.0,0
820,12.4,1.6,6.6,3.41,24.0,1
821,9.2,10.2,7.3,2.96,28.0,0
822,9.4,5.4,6.8,3.3,34.0,0
823,9.6,6.2,6.7,3.34,36.0,0
824,11.7,5.1,8.4,3.16,7.0,0
825,9.8,7.2,7.0,3.26,36.0,0
826,10.2,8.1,6.8,3.33,24.0,0
827,12.5,2.0,7.4,3.28,27.0,1
828,10.9,10.7,7.1,3.16,20.0,0
829,11.0,1.2,7.1,3.16,21.0,0
830,10.5,1.7,7.3,3.72,34.0,0
831,11.5,5.5,7.4,3.05,34.0,0
832,12.8,2.7,7.3,3.36,34.0,1
833,12.2,1.3,6.9,3.18,27.0,0
834,10.5,1.7,7.3,3.72,34.0,0
835,12.8,4.3,7.5,3.14,34.0,1
836,11.9,2.1,7.3,3.25,30.0,1
837,11.9,2.1,7.3,3.25,30.0,1
838,11.9,2.1,7.3,3.25,30.0,1
839,12.0,6.0,7.5,3.16,12.0,0
840,12.0,6.3,7.6,3.16,12.0,0
841,8.8,13.4,8.7,3.12,35.0,0
842,8.8,13.4,8.7,3.12,35.0,0
843,10.8,1.7,6.9,3.21,33.0,0
844,11.0,1.6,7.3,3.3,29.0,1
845,11.0,1.6,7.3,3.3,29.0,1
846,9.3,15.4,6.6,3.02,62.0,0
847,10.8,1.2,9.2,3.08,17.0,0
848,8.8,13.4,8.7,3.12,35.0,0
849,11.5,1.8,6.0,3.31,30.0,0
850,10.8,1.7,6.9,3.21,33.0,0
851,9.4,13.6,8.2,3.1,58.0,0
852,9.5,1.3,6.9,3.27,40.0,0
853,8.6,11.1,7.7,3.06,41.0,0
854,9.5,1.3,6.9,3.27,40.0,0
855,10.3,2.1,7.4,3.49,30.0,0
856,9.4,13.6,8.2,3.1,58.0,0
857,9.4,13.7,8.2,3.1,59.0,0
858,10.0,10.2,6.7,3.17,60.0,0
859,9.4,4.8,6.6,3.18,60.0,0
860,10.4,1.7,8.1,3.22,38.0,1
861,9.1,14.2,7.3,3.29,57.0,0
862,9.9,6.5,4.8,3.36,33.0,0
863,12.1,1.7,6.2,3.24,24.0,0
864,9.9,6.5,4.8,3.35,34.0,0
865,12.5,2.2,6.1,3.12,26.0,0
866,9.5,1.3,6.9,3.27,40.0,0
867,8.5,12.6,7.8,3.24,41.0,1
868,9.0,14.4,7.3,3.28,49.0,0
869,10.1,1.2,7.3,3.19,37.0,0
870,9.4,9.7,6.0,3.04,11.0,0
871,8.6,11.1,7.7,3.06,41.0,0
872,10.7,4.0,6.3,3.06,24.0,0
873,9.6,1.4,10.3,2.89,5.0,0
874,10.1,1.3,7.7,3.35,10.0,0
875,10.0,2.2,7.1,3.2,28.0,0
876,12.7,4.2,6.9,3.28,57.0,1
877,10.2,1.6,6.0,3.19,33.0,0
878,8.9,1.4,6.2,3.23,37.0,0
879,11.9,2.2,6.9,3.41,18.0,1
880,10.0,2.2,7.1,3.2,28.0,0
881,9.9,1.9,8.8,3.19,9.0,0
882,11.5,6.0,7.4,3.13,22.0,0
883,11.5,6.0,7.4,3.13,22.0,0
884,9.8,12.2,6.8,3.35,38.0,0
885,12.2,2.6,6.1,3.4,20.0,0
886,11.4,1.6,7.3,3.19,39.0,0
887,11.0,2.0,6.5,3.37,34.0,0
888,11.4,1.6,7.3,3.19,39.0,0
889,11.0,2.0,6.5,3.37,34.0,0
890,9.9,6.4,5.0,3.3,43.0,0
891,11.0,1.2,5.8,3.42,40.0,0
892,9.4,1.0,5.9,3.58,38.0,0
893,12.2,1.4,7.0,3.12,33.0,0
894,11.0,1.2,5.8,3.42,40.0,0
895,10.3,1.1,5.6,3.23,17.0,0
896,10.5,8.7,6.8,3.22,52.0,0
897,10.5,1.6,7.0,3.08,12.0,0
898,10.9,1.4,6.6,3.05,13.0,0
899,10.5,8.5,6.8,3.22,52.0,0
900,11.0,7.9,6.6,3.32,30.0,0
901,9.7,13.2,8.0,3.25,26.0,0
902,8.9,12.8,6.1,3.08,63.0,0
903,9.6,7.7,5.9,3.2,60.0,0
904,8.8,2.4,6.9,3.02,49.0,1
905,11.1,1.6,8.4,3.06,9.0,0
906,10.3,1.3,8.3,3.08,8.0,0
907,12.2,2.1,7.1,3.28,30.0,1
908,9.8,9.6,8.0,3.32,23.0,0
910,9.9,5.8,6.3,3.15,24.0,0
911,9.9,5.6,6.2,3.15,22.0,0
912,9.9,5.8,6.3,3.15,22.0,0
913,9.2,0.8,5.8,3.36,11.0,0
914,9.5,1.2,8.0,3.24,11.5,0
915,9.2,0.8,5.6,3.36,11.0,0
916,10.3,4.7,7.4,3.36,36.0,0
917,11.0,1.6,7.7,2.93,23.0,0
918,11.9,1.4,7.0,3.06,27.0,0
919,10.2,1.1,8.6,2.94,20.0,0
920,9.4,4.6,7.0,3.55,59.0,0
921,8.9,10.6,7.7,3.13,56.0,0
922,8.9,10.6,7.7,3.13,56.0,0
923,10.0,12.9,6.5,3.17,69.0,0
924,10.7,2.0,7.9,3.45,50.0,1
925,9.8,2.9,6.3,3.28,13.0,0
926,9.3,2.8,5.4,3.36,26.0,0
927,9.5,2.9,6.7,3.02,52.0,0
928,10.0,12.0,6.5,3.58,47.0,0
929,9.0,15.0,6.1,3.15,42.0,0
930,11.9,5.9,7.7,3.14,21.0,0
931,8.9,12.6,6.4,3.08,64.0,0
932,10.0,12.5,6.5,3.18,80.0,0
933,9.6,7.4,5.9,3.26,58.0,0
934,8.9,13.0,6.2,3.08,64.0,0
935,8.9,6.7,6.1,3.12,61.0,0
936,11.4,1.4,6.4,3.08,10.0,0
937,9.0,15.0,6.1,3.15,42.0,0
938,10.0,7.3,6.2,3.36,56.0,0
939,9.6,15.3,7.7,3.06,39.0,0
940,9.7,7.5,6.2,3.14,40.0,0
941,9.5,11.75,6.3,3.25,61.0,0
942,10.0,1.6,5.4,3.54,27.0,0
943,12.2,3.5,6.9,3.14,31.0,0
944,8.7,8.0,6.5,3.28,16.0,0
945,10.2,5.0,6.7,3.52,28.0,0
946,9.6,18.2,8.2,2.96,55.0,0
947,10.0,1.6,8.5,2.96,24.0,0
948,9.5,3.2,6.8,3.36,10.0,0
949,11.5,6.4,7.3,3.18,8.0,0
950,9.5,1.9,7.6,3.08,15.0,0
951,9.8,9.7,7.6,3.08,26.0,0
952,10.1,1.4,6.5,3.23,14.0,0
953,10.0,1.3,8.2,2.99,39.0,0
954,9.8,9.7,7.6,3.08,26.0,0
955,9.5,1.9,7.6,3.08,15.0,0
956,9.5,1.8,7.5,3.07,13.0,0
957,10.2,0.9,6.6,3.39,25.0,0
958,10.2,1.1,6.6,3.39,25.0,0
959,9.0,15.4,7.3,3.03,38.0,0
960,9.0,15.4,7.3,3.03,38.0,0
961,12.3,5.0,8.0,3.13,34.0,0
962,9.0,15.4,7.3,3.03,38.0,0
963,11.6,4.0,6.1,3.37,23.0,0
964,9.5,12.5,5.9,3.28,36.0,0
965,11.5,3.2,8.3,3.15,14.0,0
966,9.6,1.8,6.5,3.13,43.0,0
967,9.0,17.5,6.8,3.24,38.0,0
968,12.0,1.9,6.5,3.34,23.0,0
969,11.4,1.6,5.5,3.33,18.0,0
970,12.3,1.5,5.1,3.38,25.0,0
971,12.6,1.7,6.0,3.32,24.0,0
973,12.0,1.9,6.5,3.34,23.0,0
974,11.7,1.8,7.1,3.32,14.0,0
975,9.2,4.3,7.6,3.12,22.0,0
976,10.3,4.9,6.6,3.51,47.0,0
977,8.6,7.6,6.5,3.25,53.0,0
978,10.7,6.7,7.7,3.39,32.0,0
979,9.8,1.6,6.0,3.12,10.0,0
980,9.8,1.5,6.0,3.12,9.0,0
981,10.7,6.7,7.7,3.39,32.0,0
982,12.5,1.7,5.1,3.5,15.0,0
983,11.9,4.2,5.7,3.41,21.0,0
984,10.8,1.6,6.9,3.44,63.0,0
985,10.5,1.9,6.0,3.42,29.0,0
986,10.3,5.3,7.4,3.12,44.0,0
987,10.3,5.2,7.4,3.12,45.0,0
988,10.8,1.6,6.9,3.44,63.0,0
989,12.0,8.9,7.7,3.06,8.0,0
990,10.2,3.4,8.6,2.95,41.0,0
991,10.2,1.3,8.2,3.14,7.0,0
992,9.9,15.2,6.5,3.19,75.0,0
993,10.1,1.3,7.0,3.38,9.0,0
994,9.5,1.8,8.6,3.25,24.0,0
995,10.5,1.6,7.8,3.05,27.0,0
996,10.4,1.3,6.0,3.29,6.0,0
997,9.5,9.8,6.1,3.31,33.0,0
998,9.2,17.45,8.0,3.05,43.0,0
999,10.1,2.1,7.6,3.05,47.0,0
1000,9.8,1.8,8.0,3.15,16.0,0
1001,9.4,6.8,6.4,3.09,61.0,0
1002,9.4,7.1,6.4,3.09,60.0,0
1003,10.4,1.3,6.9,3.31,18.0,0
1004,11.3,3.3,5.8,3.34,40.0,0
1005,10.8,3.3,6.6,3.42,18.0,0
1006,11.3,3.3,5.8,3.34,40.0,0
1007,9.3,2.7,5.1,3.32,30.0,0
1008,10.3,1.2,6.6,3.37,45.0,0
1009,10.5,1.3,8.3,3.08,32.0,0
1010,10.3,1.4,7.6,3.11,25.0,0
1011,11.2,1.7,7.7,3.24,60.0,0
1012,10.3,1.7,8.3,3.15,31.0,0
1013,9.5,11.6,6.2,3.19,62.0,0
1014,8.9,12.6,6.1,3.66,63.0,0
1015,10.2,2.8,7.6,3.03,19.0,0
1016,9.2,11.2,6.8,2.98,44.0,0
1017,10.3,1.4,7.6,3.11,25.0,0
1018,10.5,1.4,7.1,2.95,47.0,0
1019,9.5,1.5,8.3,3.21,56.0,0
1020,11.4,1.5,8.6,3.11,35.0,0
1021,11.4,1.5,8.6,3.11,35.0,0
1022,11.1,7.05,6.8,3.25,54.0,1
1023,10.5,10.6,7.6,3.13,48.0,0
1024,12.0,2.8,6.8,3.51,23.0,0
1025,9.7,1.6,6.2,3.38,38.0,0
1026,10.2,1.6,6.6,3.32,47.0,0
1027,9.5,8.2,8.0,3.09,13.0,0
1028,10.4,1.5,7.0,3.41,51.0,0
1029,9.3,11.0,6.3,3.19,50.0,0
1030,10.5,2.1,7.1,3.48,24.0,0
1031,10.0,7.6,6.2,3.35,45.0,0
1032,10.2,6.8,7.1,3.49,44.5,0
1033,10.2,6.8,7.1,3.49,44.5,0
1034,9.1,10.6,7.9,2.87,33.0,0
1035,10.2,1.8,8.8,3.16,39.0,0
1036,10.7,1.5,7.5,3.54,18.0,0
1037,9.7,6.0,7.1,3.21,11.0,0
1038,9.3,5.3,7.1,3.37,33.0,0
1039,11.0,1.4,7.5,3.05,13.0,0
1040,10.8,2.1,8.2,3.22,17.0,0
1041,10.7,1.0,7.7,3.01,19.0,0
1042,10.7,5.2,7.3,3.24,18.0,0
1043,8.8,19.45,7.5,2.95,55.0,0
1044,10.9,1.6,7.2,3.16,23.0,0
1045,10.5,2.0,7.3,3.14,24.0,0
1046,10.0,1.3,6.5,3.29,23.0,0
1047,10.4,1.7,7.0,3.07,5.0,0
1048,9.2,1.1,8.3,3.03,15.0,0
1049,12.6,4.7,6.1,3.31,36.0,0
1050,9.0,7.5,7.3,3.1,29.0,0
1051,9.2,1.1,6.9,3.03,52.0,0
1052,11.3,1.3,7.6,2.99,18.0,0
1053,10.3,2.2,9.4,3.12,17.0,0
1054,10.4,1.7,7.0,3.07,5.0,0
1055,10.0,2.2,8.6,2.96,29.0,0
1056,10.7,1.2,7.5,3.51,26.0,0
1057,9.0,10.0,7.2,3.41,35.0,0
1058,10.7,1.2,7.5,3.51,26.0,0
1059,8.7,1.1,5.3,3.3,48.0,0
1060,11.6,2.0,8.0,3.09,30.0,0
1061,9.4,7.5,7.0,3.34,45.0,0
1062,9.5,4.0,6.7,3.31,35.5,0
1063,9.5,4.1,6.7,3.3,36.0,0
1064,10.9,1.9,8.1,3.37,48.0,0
1065,9.7,14.8,8.3,3.22,32.0,0
1066,9.1,5.5,6.4,3.08,62.0,0
1067,11.1,2.6,7.5,3.1,33.0,0
1068,12.6,6.35,8.8,2.96,9.0,0
1069,11.0,1.5,6.9,3.35,38.0,0
1070,11.3,1.6,8.0,3.0,32.0,0
1071,9.7,14.8,8.3,3.22,32.0,0
1072,10.9,9.1,8.2,2.96,28.0,0
1073,10.9,8.0,7.7,2.97,25.0,0
1074,9.3,12.0,6.2,3.17,27.0,0
1075,12.7,3.2,6.4,3.22,28.0,0
1076,10.1,7.7,7.5,3.37,42.0,0
1077,10.0,1.3,7.8,3.18,43.0,0
1078,9.8,16.3,6.5,3.49,56.0,0
1080,9.0,4.7,6.8,3.43,31.0,0
1081,9.4,5.8,6.3,3.28,52.0,0
1082,9.4,5.8,6.3,3.28,52.0,0
1083,9.2,16.95,7.4,3.03,43.0,0
1084,10.1,5.1,6.3,3.36,29.0,0
1085,8.6,10.2,7.3,3.06,58.0,0
1086,11.2,3.8,5.2,3.55,21.0,1
1087,11.2,1.3,7.0,3.17,39.0,1
1088,9.2,16.95,7.4,3.03,43.0,0
1089,10.6,4.0,7.0,3.19,17.0,0
1090,9.3,17.1,8.3,3.01,62.0,0
1091,8.9,14.5,7.2,3.05,35.0,0
1092,10.6,1.2,7.1,3.42,24.0,0
1093,10.6,6.7,8.4,3.1,29.0,0
1094,8.8,8.4,7.4,3.09,52.0,0
1095,11.0,1.3,5.3,3.59,25.0,1
1096,10.2,8.8,6.5,3.32,44.0,0
1097,10.1,5.1,6.3,3.36,29.0,0
1098,10.1,10.6,6.5,3.31,32.0,0
1099,14.0,2.6,5.8,3.39,12.0,0
1100,9.4,5.8,6.3,3.28,52.0,0
1101,11.8,2.8,6.3,3.27,45.0,0
1102,11.4,1.6,6.3,3.44,59.0,0
1103,10.7,6.7,7.9,3.12,6.0,0
1104,8.6,10.2,7.3,3.06,58.0,0
1105,11.5,4.9,5.5,3.51,25.0,0
1106,11.2,3.8,5.2,3.55,21.0,1
1107,12.6,2.0,7.2,3.3,27.0,0
1108,12.6,1.7,6.1,3.21,13.0,0
1109,9.3,2.4,9.2,3.04,18.0,0
1110,12.6,2.0,7.2,3.3,27.0,0
1111,12.1,1.3,8.0,3.06,15.0,0
1112,9.9,12.0,6.5,3.52,55.0,0
1113,10.7,1.6,7.4,3.28,22.0,0
1114,10.0,1.4,6.5,3.26,5.0,0
1115,10.4,2.2,7.0,3.13,33.0,1
1116,10.5,1.4,5.9,3.29,11.0,0
1117,9.7,8.3,8.1,3.31,33.0,0
1118,10.5,1.4,5.8,3.29,11.0,0
1119,9.0,12.9,6.4,3.28,26.0,0
1120,9.2,12.4,6.7,3.54,34.0,0
1121,10.1,1.6,6.0,3.17,30.0,0
1122,11.4,1.45,6.6,3.35,40.0,0
1123,10.8,1.6,9.8,2.93,11.0,0
1124,10.9,1.5,9.6,2.96,19.0,0
1125,9.2,13.0,6.3,3.2,33.0,0
1126,12.9,1.95,6.5,3.12,73.0,0
1127,12.0,5.85,6.4,3.23,24.0,0
1128,9.5,1.3,5.7,3.27,21.0,0
1129,11.8,5.3,7.9,3.06,33.0,0
1130,9.1,1.2,6.9,3.19,36.0,0
1131,9.7,4.0,6.9,3.2,24.0,0
1132,9.1,14.35,6.8,3.17,28.0,0
1133,10.0,2.3,8.7,2.99,27.0,0
1134,10.4,4.7,7.4,3.25,19.0,0
1135,9.5,12.85,6.7,3.44,30.0,0
1136,12.3,5.2,6.0,3.4,70.0,1
1137,11.7,8.4,6.1,3.42,70.0,1
1138,9.5,3.2,9.2,3.14,39.0,0
1139,11.5,6.9,9.0,2.99,26.0,0
1140,10.6,1.0,8.5,3.14,17.0,0
1141,10.2,7.3,9.3,3.17,30.0,0
1142,9.5,3.2,9.2,3.14,39.0,0
1143,10.5,1.6,7.2,3.25,27.0,0
1144,10.5,1.5,7.2,3.26,27.0,0
1145,8.9,7.5,6.8,3.14,71.0,0
1146,10.6,1.1,9.1,3.03,15.0,0
1147,9.5,1.3,8.9,3.17,12.0,0
1148,10.8,5.7,7.0,3.2,29.0,0
1149,9.5,7.2,6.7,3.14,61.0,0
1150,8.9,7.6,6.9,3.13,69.0,0
1151,8.9,7.5,6.8,3.14,71.0,0
1152,9.4,1.3,6.1,3.31,24.0,0
1153,10.6,1.3,5.3,3.5,26.0,0
1154,9.0,4.8,7.9,3.47,37.0,0
1155,10.5,2.1,7.6,3.42,26.0,0
1156,9.0,16.85,7.8,3.16,23.0,0
1157,9.0,16.85,7.8,3.16,23.0,0
1158,9.4,4.1,5.7,3.27,73.5,0
1159,9.0,16.85,7.8,3.16,23.0,0
1160,9.6,1.3,7.5,3.29,50.0,0
1161,9.0,16.85,7.8,3.16,23.0,0
1162,10.2,7.4,6.6,3.15,29.0,0
1163,9.4,4.1,5.7,3.27,73.5,0
1164,10.4,0.9,8.2,3.07,15.0,0
1165,10.4,6.3,6.0,3.52,34.0,0
1166,9.5,0.8,6.1,3.23,13.0,0
1167,10.6,1.4,7.4,3.22,22.0,0
1168,11.0,1.0,7.2,3.21,21.0,0
1169,9.6,1.3,7.5,3.29,50.0,0
1170,9.9,4.5,7.7,3.38,20.0,0
1171,9.6,5.4,8.2,3.14,15.0,0
1172,12.8,1.9,7.6,3.01,10.0,0
1173,11.4,2.0,7.4,3.42,31.0,0
1174,10.0,12.7,7.2,3.41,49.0,0
1175,9.1,8.6,6.4,3.0,57.0,0
1176,9.4,11.1,6.3,3.36,29.0,0
1177,10.2,2.0,6.8,3.46,19.0,0
